LoanDuration,LoanPurpose,LoanAmount,ExistingSavings,EmploymentDuration,InstallmentPercent,OthersOnLoan,CurrentResidenceDuration,OwnsProperty,Age,InstallmentPlans,Housing,ExistingCreditsCount,Job,Risk
20,radio_tv,1475,32986,1_to_4,3,none,3,car_other,29,bank,rent,243,unskilled,No Risk
35,radio_tv,5664,36416,1_to_4,4,none,4,car_other,38,none,own,687,skilled,No Risk
28,furniture,3250,21956,less_1,1,none,2,real_estate,30,bank,rent,534,unemployed,No Risk
35,furniture,3103,20310,4_to_7,3,none,3,car_other,37,none,free,534,skilled,Risk
25,radio_tv,5900,32356,4_to_7,3,none,2,car_other,42,bank,own,211,unemployed,No Risk
18,radio_tv,4010,34226,4_to_7,3,none,3,unknown,34,stores,rent,594,unskilled,No Risk
24,car_used,4425,27926,4_to_7,4,none,3,car_other,59,none,own,258,skilled,Risk
32,appliances,8102,21641,4_to_7,5,co-applicant,5,savings_insurance,47,stores,own,331,unskilled,No Risk
35,car_used,5521,33743,1_to_4,2,none,3,car_other,38,none,own,604,skilled,No Risk
27,radio_tv,3181,23338,4_to_7,3,none,3,savings_insurance,33,none,own,432,skilled,Risk
29,education,5940,30041,4_to_7,5,none,5,car_other,41,none,own,614,management_self-employed,No Risk
8,car_new,250,26922,1_to_4,2,none,2,savings_insurance,22,bank,rent,443,unemployed,No Risk
31,other,9225,35084,greater_7,4,co-applicant,3,unknown,50,none,own,459,skilled,Risk
24,radio_tv,3837,20072,4_to_7,2,none,3,savings_insurance,31,none,own,548,skilled,No Risk
10,furniture,3772,34469,1_to_4,3,none,3,unknown,30,none,own,529,skilled,No Risk
18,car_new,250,32150,4_to_7,1,none,2,savings_insurance,19,stores,rent,680,unskilled,No Risk
41,education,7110,21947,greater_7,5,co-applicant,5,unknown,64,none,free,429,skilled,Risk
4,radio_tv,250,29494,1_to_4,2,none,2,savings_insurance,21,none,own,462,skilled,No Risk
15,retraining,4158,24600,less_1,2,none,3,savings_insurance,33,none,rent,553,skilled,No Risk
25,radio_tv,5460,31643,4_to_7,4,none,3,unknown,46,none,own,624,skilled,Risk
19,car_used,1682,21376,4_to_7,3,none,3,real_estate,36,none,own,422,skilled,No Risk
27,radio_tv,5468,23392,1_to_4,4,none,4,savings_insurance,39,none,rent,256,skilled,No Risk
34,furniture,7890,33168,4_to_7,5,co-applicant,5,unknown,50,none,free,587,management_self-employed,Risk
20,furniture,2670,23275,1_to_4,3,none,4,real_estate,35,none,own,349,skilled,No Risk
30,furniture,2249,25475,less_1,3,none,3,savings_insurance,33,none,own,236,skilled,Risk
8,education,1191,21289,1_to_4,2,none,2,car_other,36,none,own,242,skilled,Risk
29,repairs,3972,38583,4_to_7,4,none,4,car_other,39,none,own,275,skilled,Risk
62,other,7523,29439,greater_7,5,co-applicant,4,unknown,36,stores,own,310,unskilled,Risk
27,radio_tv,5395,37566,4_to_7,4,none,3,car_other,46,stores,own,243,unskilled,No Risk
38,repairs,4109,30907,greater_7,5,none,5,savings_insurance,31,none,own,318,skilled,No Risk
8,car_used,2225,31067,1_to_4,3,none,3,car_other,31,bank,rent,607,unemployed,No Risk
4,car_new,250,30061,1_to_4,2,none,2,real_estate,33,bank,rent,488,unemployed,No Risk
22,radio_tv,4725,36239,1_to_4,3,guarantor,3,car_other,48,none,free,272,skilled,No Risk
22,furniture,7569,30646,4_to_7,3,none,4,unknown,54,stores,rent,419,unskilled,Risk
18,furniture,2503,24419,1_to_4,3,none,1,real_estate,22,none,own,312,skilled,No Risk
28,appliances,4713,27749,1_to_4,3,none,3,car_other,32,none,own,514,skilled,Risk
11,car_used,261,20602,unemployed,2,none,1,real_estate,20,none,rent,380,skilled,No Risk
21,retraining,1914,20150,greater_7,3,none,4,real_estate,34,none,own,209,skilled,No Risk
27,car_used,1262,23687,1_to_4,3,none,2,real_estate,22,bank,rent,413,unemployed,No Risk
4,education,2371,37291,less_1,2,none,3,real_estate,22,none,own,241,management_self-employed,Risk
25,appliances,6088,35973,4_to_7,4,none,2,savings_insurance,32,none,own,524,skilled,No Risk
25,car_used,5943,25656,1_to_4,4,none,4,car_other,36,none,own,432,skilled,No Risk
32,business,2984,24029,1_to_4,4,none,2,real_estate,30,none,own,541,skilled,No Risk
9,car_new,250,26214,1_to_4,2,none,2,real_estate,31,none,own,668,skilled,No Risk
32,furniture,5884,23436,greater_7,4,none,4,car_other,38,stores,own,336,unskilled,No Risk
4,radio_tv,250,33153,less_1,1,none,2,real_estate,19,stores,rent,492,skilled,No Risk
9,car_new,250,28889,1_to_4,1,none,1,savings_insurance,29,stores,own,631,unskilled,No Risk
9,car_used,5149,20018,1_to_4,4,none,4,car_other,32,stores,rent,603,unskilled,No Risk
12,car_used,1056,30700,4_to_7,2,none,2,car_other,39,stores,own,638,skilled,No Risk
20,appliances,250,33951,1_to_4,3,none,3,real_estate,19,none,own,646,skilled,No Risk
21,car_used,2398,36575,1_to_4,2,none,1,savings_insurance,27,stores,own,559,skilled,No Risk
5,car_used,250,38771,1_to_4,2,none,1,savings_insurance,38,none,rent,407,skilled,No Risk
43,repairs,7339,22896,greater_7,4,co-applicant,4,car_other,51,stores,free,495,skilled,Risk
5,furniture,3346,24033,1_to_4,2,none,3,savings_insurance,26,stores,own,468,skilled,Risk
28,repairs,7375,28067,4_to_7,5,none,3,unknown,53,none,free,538,management_self-employed,Risk
27,business,8206,36919,4_to_7,4,none,3,savings_insurance,47,none,free,459,skilled,Risk
25,furniture,7469,30888,greater_7,4,co-applicant,3,car_other,54,none,free,339,skilled,Risk
17,retraining,490,35818,1_to_4,3,none,3,real_estate,19,none,own,400,skilled,No Risk
12,car_used,250,30298,1_to_4,3,none,3,real_estate,35,none,own,644,skilled,No Risk
29,appliances,2851,39586,less_1,3,none,2,car_other,38,none,own,497,skilled,No Risk
15,vacation,2104,30665,less_1,2,none,2,real_estate,31,none,own,640,skilled,No Risk
9,car_new,250,31650,1_to_4,1,co-applicant,2,savings_insurance,19,stores,rent,553,skilled,No Risk
30,radio_tv,3094,30120,1_to_4,2,none,3,savings_insurance,29,none,own,627,skilled,No Risk
35,appliances,7061,31991,greater_7,5,none,5,unknown,48,stores,own,554,unskilled,Risk
37,other,7536,29819,4_to_7,4,none,4,unknown,52,none,own,212,skilled,Risk
36,business,3152,38750,1_to_4,4,none,3,real_estate,19,stores,own,561,skilled,No Risk
22,car_used,3415,26253,greater_7,2,none,2,car_other,37,bank,own,279,unemployed,No Risk
4,car_used,250,23899,less_1,2,none,1,savings_insurance,19,bank,own,264,unemployed,No Risk
13,furniture,3459,21032,less_1,3,none,3,savings_insurance,29,none,own,618,skilled,No Risk
15,furniture,4496,30901,1_to_4,3,none,3,savings_insurance,32,none,own,641,skilled,No Risk
36,radio_tv,5553,27146,greater_7,5,co-applicant,4,car_other,57,none,free,315,skilled,Risk
4,car_used,250,31012,1_to_4,2,none,1,real_estate,22,stores,own,577,unskilled,No Risk
17,furniture,4850,24164,1_to_4,3,none,3,savings_insurance,31,none,own,370,skilled,No Risk
8,appliances,6165,31812,4_to_7,4,none,4,savings_insurance,38,none,own,683,management_self-employed,No Risk
14,car_used,3601,34797,less_1,3,co-applicant,2,real_estate,33,none,free,476,skilled,No Risk
33,furniture,4550,20224,greater_7,5,none,4,savings_insurance,51,none,free,261,skilled,Risk
21,radio_tv,5386,31664,less_1,2,none,2,car_other,31,none,own,512,skilled,Risk
34,radio_tv,5365,27624,greater_7,4,none,4,car_other,41,none,own,280,skilled,Risk
27,appliances,5979,31574,1_to_4,4,none,4,savings_insurance,39,none,own,220,management_self-employed,Risk
15,car_new,2701,33481,less_1,2,none,2,real_estate,31,none,own,518,skilled,No Risk
28,appliances,6143,21227,greater_7,5,none,5,car_other,57,none,free,301,skilled,Risk
28,appliances,4333,30258,1_to_4,4,none,2,savings_insurance,23,none,own,210,skilled,No Risk
29,appliances,4891,31193,1_to_4,2,none,2,savings_insurance,37,stores,rent,463,unskilled,No Risk
4,car_used,250,24637,less_1,1,none,2,real_estate,23,bank,rent,444,unskilled,No Risk
39,business,5860,30756,4_to_7,3,none,2,savings_insurance,30,none,own,452,skilled,Risk
18,radio_tv,250,29731,greater_7,3,co-applicant,3,car_other,36,stores,rent,433,unskilled,Risk
28,furniture,4175,30656,greater_7,4,none,4,unknown,53,none,own,229,skilled,No Risk
18,radio_tv,2043,31939,1_to_4,3,co-applicant,4,savings_insurance,26,none,own,583,skilled,Risk
22,car_new,2830,29515,1_to_4,3,none,4,real_estate,44,none,own,231,skilled,No Risk
21,radio_tv,3662,29329,greater_7,4,none,3,savings_insurance,39,none,own,544,skilled,No Risk
27,radio_tv,2165,23833,1_to_4,2,none,1,real_estate,32,stores,rent,575,unskilled,No Risk
8,furniture,3905,36742,4_to_7,3,none,3,real_estate,24,none,own,565,management_self-employed,No Risk
49,radio_tv,6621,20852,4_to_7,4,co-applicant,5,unknown,44,bank,own,245,unskilled,No Risk
4,car_used,250,20065,less_1,2,none,3,real_estate,19,none,rent,575,management_self-employed,No Risk
26,car_used,7276,32486,4_to_7,3,none,3,unknown,52,none,own,205,skilled,Risk
23,retraining,2066,34006,1_to_4,4,none,3,savings_insurance,28,none,own,369,skilled,No Risk
35,repairs,5493,30023,4_to_7,4,none,4,unknown,49,none,free,239,skilled,Risk
22,furniture,1563,22661,4_to_7,3,none,3,car_other,19,bank,rent,230,unemployed,No Risk
31,furniture,7525,39504,greater_7,4,co-applicant,3,car_other,51,none,own,559,skilled,Risk
4,car_used,437,31273,less_1,2,none,3,savings_insurance,27,none,rent,301,skilled,No Risk
29,furniture,3891,36417,less_1,3,none,4,savings_insurance,32,stores,own,567,skilled,No Risk
41,radio_tv,4307,23796,4_to_7,3,none,2,savings_insurance,19,none,own,230,skilled,No Risk
27,furniture,4603,27359,4_to_7,3,none,3,savings_insurance,37,none,own,677,skilled,Risk
4,car_used,250,38131,less_1,1,none,1,real_estate,33,stores,own,305,unskilled,No Risk
27,car_used,4541,22014,less_1,2,none,4,unknown,42,none,own,391,skilled,Risk
16,car_used,930,39384,less_1,2,none,2,real_estate,19,none,rent,312,skilled,No Risk
26,furniture,5978,37471,4_to_7,4,none,5,car_other,48,none,own,546,management_self-employed,Risk
19,retraining,2212,29994,greater_7,4,none,3,savings_insurance,30,none,own,361,skilled,No Risk
36,repairs,7109,29781,4_to_7,5,co-applicant,4,unknown,42,none,free,614,skilled,Risk
20,car_used,3333,27116,4_to_7,3,none,2,car_other,20,none,rent,456,skilled,No Risk
28,car_used,4387,24868,1_to_4,4,none,3,car_other,46,none,own,480,management_self-employed,Risk
15,retraining,2609,22743,1_to_4,3,none,2,car_other,36,none,own,275,skilled,No Risk
19,furniture,2402,32285,1_to_4,2,none,2,real_estate,25,none,rent,654,skilled,No Risk
30,repairs,3888,29247,4_to_7,4,none,2,savings_insurance,28,stores,rent,300,unskilled,No Risk
26,car_used,5563,29002,1_to_4,3,none,4,car_other,34,none,own,593,skilled,Risk
30,radio_tv,250,34820,less_1,2,none,1,real_estate,31,bank,own,386,unskilled,No Risk
33,appliances,6712,25543,4_to_7,3,none,4,unknown,43,none,own,422,skilled,Risk
20,education,250,26071,less_1,1,none,2,savings_insurance,21,bank,rent,419,unemployed,No Risk
24,furniture,7028,33847,4_to_7,3,none,4,car_other,41,none,own,208,skilled,Risk
19,radio_tv,1993,37909,4_to_7,4,none,4,savings_insurance,40,none,own,316,skilled,Risk
16,retraining,2680,28989,1_to_4,3,none,3,real_estate,34,none,own,490,management_self-employed,No Risk
4,car_new,250,37976,less_1,2,none,1,real_estate,19,none,rent,673,skilled,No Risk
12,car_new,287,33275,less_1,2,none,1,real_estate,28,stores,own,572,unskilled,No Risk
8,car_used,1187,29069,1_to_4,2,none,3,real_estate,42,none,own,534,skilled,No Risk
15,furniture,3976,34902,4_to_7,4,none,3,car_other,41,none,own,389,skilled,No Risk
8,appliances,2390,28245,4_to_7,3,none,3,car_other,38,stores,own,534,skilled,No Risk
25,radio_tv,9204,38807,1_to_4,3,none,3,savings_insurance,38,none,own,270,skilled,Risk
31,appliances,8001,34627,greater_7,4,co-applicant,5,unknown,52,none,free,315,management_self-employed,Risk
26,radio_tv,2772,23789,4_to_7,3,none,1,savings_insurance,34,none,own,260,skilled,Risk
57,appliances,4424,29823,greater_7,5,co-applicant,4,unknown,47,none,free,342,skilled,Risk
18,furniture,3196,37183,1_to_4,2,none,3,car_other,32,none,own,645,skilled,No Risk
35,repairs,7215,35802,greater_7,4,co-applicant,4,unknown,51,none,free,327,skilled,Risk
35,appliances,6370,37119,4_to_7,4,none,5,car_other,55,none,own,355,skilled,Risk
22,appliances,3621,21324,4_to_7,4,none,4,savings_insurance,31,none,own,558,skilled,Risk
16,furniture,250,35366,4_to_7,2,none,1,savings_insurance,34,stores,rent,453,skilled,No Risk
8,vacation,4657,33888,1_to_4,4,none,3,savings_insurance,34,none,own,414,management_self-employed,No Risk
40,radio_tv,7695,24757,4_to_7,4,co-applicant,4,unknown,52,bank,own,667,unskilled,No Risk
16,car_used,2730,29607,less_1,3,none,4,savings_insurance,36,none,own,504,management_self-employed,Risk
14,car_used,1998,34535,less_1,2,none,3,savings_insurance,41,bank,rent,372,unskilled,No Risk
15,car_used,250,27052,4_to_7,3,none,3,real_estate,19,none,own,431,skilled,No Risk
35,radio_tv,5235,31861,less_1,3,co-applicant,4,savings_insurance,54,none,own,486,skilled,No Risk
16,furniture,2241,30295,4_to_7,3,none,3,car_other,24,none,own,407,skilled,No Risk
34,furniture,3789,27964,greater_7,4,none,3,unknown,47,none,free,285,skilled,No Risk
20,car_used,4846,36516,4_to_7,4,none,3,car_other,34,none,own,685,skilled,No Risk
31,car_used,7710,25688,4_to_7,4,none,4,unknown,54,bank,own,541,unemployed,Risk
12,car_new,250,34123,4_to_7,1,none,3,real_estate,22,none,own,579,skilled,No Risk
30,appliances,2773,26555,greater_7,3,none,2,savings_insurance,41,stores,own,610,skilled,No Risk
18,furniture,6246,25338,4_to_7,4,none,3,savings_insurance,41,none,free,604,management_self-employed,No Risk
36,appliances,5035,36046,less_1,3,none,4,savings_insurance,33,none,own,612,management_self-employed,Risk
21,car_used,2290,38293,4_to_7,4,none,4,savings_insurance,52,none,own,319,skilled,Risk
20,retraining,2160,31091,greater_7,4,none,3,car_other,33,none,own,417,skilled,Risk
16,radio_tv,250,34293,1_to_4,3,co-applicant,3,real_estate,50,none,rent,319,skilled,Risk
9,vacation,4308,22939,less_1,2,none,3,savings_insurance,25,stores,own,218,skilled,No Risk
15,car_new,1328,24631,unemployed,1,none,2,savings_insurance,33,none,own,202,skilled,No Risk
27,radio_tv,4642,32560,less_1,3,none,2,savings_insurance,32,none,own,380,skilled,No Risk
31,appliances,4594,37676,greater_7,4,guarantor,5,savings_insurance,50,none,free,498,skilled,No Risk
32,radio_tv,4689,20666,greater_7,3,none,4,unknown,45,none,own,356,skilled,Risk
4,car_new,250,30365,less_1,2,none,1,real_estate,32,none,own,297,skilled,No Risk
52,other,10797,39989,greater_7,5,co-applicant,4,unknown,48,none,free,234,skilled,Risk
29,vacation,3282,23646,4_to_7,4,guarantor,3,car_other,49,none,free,548,skilled,Risk
29,appliances,6859,28633,4_to_7,4,none,3,car_other,47,none,free,228,skilled,Risk
4,car_used,250,34659,less_1,1,none,2,real_estate,19,none,own,493,management_self-employed,No Risk
10,furniture,3633,28964,less_1,3,none,3,car_other,28,none,rent,596,skilled,No Risk
4,car_new,250,35961,1_to_4,1,none,2,real_estate,27,none,own,522,skilled,No Risk
18,car_new,2616,24148,less_1,2,co-applicant,3,savings_insurance,39,stores,own,536,skilled,No Risk
4,car_new,567,20707,less_1,1,none,3,car_other,40,none,own,309,skilled,No Risk
14,radio_tv,3656,28569,1_to_4,3,none,4,car_other,47,none,rent,638,management_self-employed,No Risk
19,radio_tv,2604,22949,greater_7,4,none,3,savings_insurance,32,none,own,476,skilled,Risk
41,repairs,5912,25329,greater_7,5,co-applicant,4,unknown,46,none,free,349,skilled,Risk
36,appliances,3324,22205,4_to_7,4,guarantor,3,car_other,52,none,free,369,skilled,No Risk
9,furniture,1977,30965,1_to_4,3,none,3,car_other,38,none,own,589,skilled,No Risk
16,car_new,419,29373,1_to_4,3,co-applicant,2,savings_insurance,42,stores,rent,401,unskilled,No Risk
22,car_used,7618,26569,1_to_4,4,none,4,car_other,34,none,own,428,management_self-employed,No Risk
4,car_new,779,39722,less_1,2,none,2,savings_insurance,28,none,own,264,management_self-employed,No Risk
44,other,8760,25360,greater_7,5,co-applicant,4,unknown,49,none,free,448,management_self-employed,Risk
35,repairs,5510,36329,greater_7,4,co-applicant,3,car_other,37,stores,own,337,unskilled,Risk
35,business,7798,23369,4_to_7,4,none,2,car_other,34,none,free,238,management_self-employed,Risk
23,appliances,7104,34854,greater_7,3,none,3,car_other,37,none,own,492,skilled,Risk
37,appliances,6954,25394,greater_7,4,co-applicant,3,unknown,41,none,free,468,skilled,Risk
33,appliances,4666,39616,1_to_4,3,none,3,unknown,36,stores,own,375,skilled,Risk
13,furniture,3370,20285,1_to_4,3,none,2,savings_insurance,28,none,own,484,skilled,Risk
4,car_new,365,25971,1_to_4,2,none,2,real_estate,19,none,rent,576,skilled,No Risk
28,car_used,5977,30048,4_to_7,3,co-applicant,3,savings_insurance,37,none,own,343,skilled,Risk
5,education,2247,27249,less_1,1,none,1,car_other,32,none,rent,380,skilled,No Risk
18,car_used,3588,29201,4_to_7,3,none,2,unknown,43,none,own,462,skilled,No Risk
4,car_new,250,21258,4_to_7,2,none,2,real_estate,39,none,own,203,skilled,No Risk
10,car_new,343,22641,1_to_4,1,none,2,car_other,30,bank,rent,544,unemployed,No Risk
24,radio_tv,3146,28511,1_to_4,2,none,3,car_other,34,stores,own,608,skilled,No Risk
20,retraining,4595,21016,4_to_7,3,none,3,savings_insurance,37,bank,own,236,unemployed,No Risk
36,appliances,2128,28655,4_to_7,4,none,4,savings_insurance,40,bank,own,216,unemployed,Risk
20,furniture,3713,30150,greater_7,3,none,2,car_other,48,none,free,347,skilled,No Risk
23,furniture,317,32928,1_to_4,2,none,1,savings_insurance,20,bank,own,293,unskilled,No Risk
20,retraining,4020,35492,less_1,3,none,3,car_other,32,none,own,344,skilled,No Risk
8,car_new,4387,20564,4_to_7,4,none,3,car_other,31,none,own,682,skilled,Risk
8,appliances,1432,28236,less_1,1,none,2,savings_insurance,26,none,rent,534,skilled,No Risk
16,appliances,250,38214,less_1,3,none,1,real_estate,19,none,own,527,skilled,No Risk
16,car_used,1418,21457,unemployed,2,none,3,real_estate,19,none,rent,333,skilled,No Risk
4,car_used,250,33793,less_1,2,none,2,real_estate,19,none,rent,546,skilled,No Risk
27,furniture,4142,25234,1_to_4,4,none,4,savings_insurance,46,none,own,683,skilled,No Risk
31,car_used,1816,38671,1_to_4,4,none,3,savings_insurance,32,none,own,235,skilled,No Risk
29,radio_tv,5682,30599,greater_7,4,none,4,savings_insurance,52,stores,rent,660,unskilled,No Risk
19,car_new,4434,22624,4_to_7,3,guarantor,2,car_other,43,stores,free,417,unskilled,Risk
25,radio_tv,6264,24439,4_to_7,3,none,4,unknown,44,none,own,327,skilled,Risk
17,retraining,1631,23825,1_to_4,3,none,4,car_other,51,none,own,385,skilled,No Risk
31,vacation,5879,32440,4_to_7,4,none,3,savings_insurance,43,none,own,534,skilled,No Risk
8,car_used,2365,27897,less_1,2,none,3,savings_insurance,37,none,own,354,management_self-employed,Risk
21,appliances,2498,33634,1_to_4,3,none,2,car_other,32,none,own,353,skilled,No Risk
5,education,4426,23944,less_1,2,none,3,real_estate,25,none,own,669,management_self-employed,No Risk
37,repairs,4959,38197,greater_7,4,none,3,savings_insurance,41,bank,own,679,unemployed,No Risk
4,car_used,2643,26472,unemployed,2,none,2,real_estate,20,none,own,329,management_self-employed,No Risk
23,car_used,2688,29367,4_to_7,3,none,4,savings_insurance,38,none,rent,387,skilled,No Risk
23,car_used,1802,33966,4_to_7,2,none,1,real_estate,26,stores,own,594,skilled,No Risk
